LogS-GSE
-3.6100000000000003
-3.5700000000000003
-1.905
-0.395
1.061333333333334
-3.045
-7.145
-2.53
-6.135
-5.795
-1.79
-1.19
-2.075
-0.8200000000000001
-2.215
0.41000000000000003
-3.8449999999999998
-2.75
-2.12
0.5449999999999999
-0.53
-5.0649999999999995
-2.94
-4.755
-3.885
0.3700000000000001
-0.26400000000000023
-2.7199999999999998
-3.415
-1.0050000000000001
-1.85
-3.141
-3.9000000000000004
-7.47
-4.31
2.3280000000000003
1.915
-7.038
1.533
-2.25
-4.05
-4.6850000000000005
-4.67
-2.8899999999999997
2.595
-1.0
-1.425
-6.470000000000001
-4.33
-6.2749999999999995
-1.595
-4.24
-4.12
-6.41
-1.95
-4.4
-1.9200000000000002
-2.505
-3.4050000000000002
-2.0
-1.976
0.9
-3.93
-5.0
1.0230000000000001
2.324
1.2
-0.55
-0.77
-4.659999999999999
-0.6600000000000001
-3.5599999999999996
-2.205
-0.08999999999999997
0.010000000000000009
-3.58
-3.0599999999999996
2.201
0.754
-2.875
-1.95
-1.79
-1.875
-1.5599999999999998
-0.47
-2.2
-0.9900000000000001
2.496
1.595
1.9555
1.915
-5.26
-3.52
0.8250000000000001
2.364
-4.255000000000001
-4.645
-3.09
-1.455
1.7610000000000001
0.7679999999999999
0.029000000000000137
-1.4349999999999998
-1.4360000000000002
-5.2
-6.364999999999999
-6.6499999999999995
-3.36
-4.33
0.4970000000000001
0.8170000000000001
1.134
-0.42500000000000004
0.32599999999999985
0.21900000000000008
0.7070000000000001
-0.139
1.6920000000000002
1.528
0.45100000000000007
2.2345
-0.07499999999999996
2.167
-1.73
-0.6799999999999999
-0.6269999999999998
0.02200000000000002
1.441
-0.07099999999999995
1.17
0.95
1.2439999999999998
1.661
1.3850000000000002
1.839
0.6099999999999997
1.0765000000000002
0.14600000000000002
-0.6689999999999998
0.16999999999999993
-2.08
-1.085
-0.049000000000000044
0.3350000000000002
0.7750000000000001
-1.08
0.020000000000000018
-1.155
-0.6999999999999997
-2.06
-1.13
-4.71
-6.305
-2.0149999999999997
-2.645
-2.25
-3.0599999999999996
-1.8299999999999998
-4.765000000000001
-1.9899999999999998
-3.8049999999999997
-2.2649999999999997
-4.2
-1.9700000000000002
-0.869
0.8700000000000001
-0.17999999999999972
1.287
1.3259999999999998
-0.7739999999999998
0.5750000000000001
0.07000000000000006
-0.1
1.52
1.55
1.465
-1.3819999999999997
0.27
-0.3400000000000001
-0.30500000000000005
0.733
-4.1
-1.975
-1.395
-3.25
-5.33
-2.825
-5.5
-1.265
-3.4
-4.702
-3.62
-4.0600000000000005
-2.78
-2.1580000000000004
-3.045
-2.73
-3.05
-4.577999999999999
-5.432
-2.8400000000000003
-2.88
-3.885
-3.9750000000000005
-2.3449999999999998
-3.835
-3.8200000000000003
-6.025
-3.67
-3.63
-2.13
-1.653
-1.4499999999999997
-1.8150000000000002
-1.488
-3.21
-1.915
-3.065
-1.9000000000000001
-0.8900000000000001
-2.816
-3.225
-2.9299999999999997
-1.105
-2.61
-0.9649999999999999
-0.06500000000000006
-3.352
-1.1321999999999997
-1.085
-3.4539999999999997
-3.76
-1.3499999999999999
-3.1100000000000003
-3.9499999999999997
-4.11
-1.79
-1.4249999999999998
-1.626
-1.2200000000000002
-0.505
-4.09
-1.5500000000000003
-2.43
-3.26
-2.8
-2.7
-3.7
-3.96
-1.69
-2.69
-2.1180000000000003
-2.314
-2.513
-1.0099999999999998
-0.40700000000000003
-0.42500000000000004
-1.6099999999999999
-1.4979999999999998
-2.442
-2.088
-3.048
-2.66
-2.3280000000000003
-5.285
-3.66
-2.27
-1.221
0.15000000000000013
0.7150000000000001
-1.1950000000000003
1.823
-0.6100000000000001
-1.87
-5.285
-1.429
-3.8449999999999998
-1.38
0.616
-2.7820000000000005
-1.07
-2.75
-4.745
-1.9500000000000002
-2.498
-1.03
-0.18000000000000005
-1.157
-1.63
-2.77
-1.7600000000000002
-1.645
-2.8000000000000003
-1.305
-1.6400000000000001
-2.9450000000000003
-2.52
-2.6654999999999998
-3.316
-2.975
-2.475
-2.0999999999999996
-2.298
-3.06
-1.8199999999999998
-2.45
-2.091
-1.4509999999999998
-1.0999999999999996
-0.683
-0.19800000000000006
0.835
-0.6960000000000001
-0.875
-0.30899999999999994
-1.62
-4.73
-3.17
-1.565
-1.7650000000000001
-3.6419999999999995
-3.7279999999999998
-1.105
-4.565
-2.3100000000000005
-2.596
-1.9449999999999998
-0.8599999999999999
-1.553
-1.5
-1.41
-2.751
-1.075
-1.3099999999999998
-3.4017
0.27900000000000014
0.29000000000000004
0.91
-1.795
-3.9130000000000003
-2.955
-2.504
-2.532
-1.545
-3.2109
-2.067
-1.077
-0.41
-0.8600000000000003
-1.309
-0.25
0.1499999999999999
0.2030000000000003
-0.1509999999999998
1.395
1.1
1.518
1.335
1.6480000000000001
2.24
0.6090000000000001
0.016999999999999904
-0.69
0.9600000000000001
0.28
-0.040000000000000036
0.09800000000000009
1.648
-2.9299999999999997
-2.7350000000000003
-1.9720000000000002
-1.0259999999999998
-0.33799999999999986
0.445
-1.1600000000000001
-0.869
-0.76
-2.223
-2.236
-1.595
-0.6699999999999999
-1.9340000000000002
-1.5939999999999999
-1.031
-1.638
-0.563
-0.734
-1.119
-1.621
0.30699999999999994
0.8300000000000001
-0.0050000000000001155
0.43999999999999995
-1.278
-0.8759999999999999
-0.6590000000000003
-0.8410000000000002
1.339
1.03
-0.373
2.371
1.798
0.8680000000000001
1.316
1.3730000000000002
0.2659999999999998
-0.3899999999999999
-0.5400000000000001
-0.04200000000000004
-3.4800000000000004
-0.8799999999999999
-1.925
-1.6700000000000002
-0.18999999999999995
1.195
1.54
0.8490000000000001
1.7700000000000002
-2.7560000000000002
0.5159999999999999
-0.019999999999999907
1.6589999999999998
1.125
-1.46
-1.595
-2.203
-1.081
-0.05999999999999983
-0.020999999999999908
-2.803
-1.5300000000000002
-4.365
2.05
1.79
-2.793
-0.659
-3.8890000000000002
-3.956
-3.355
-1.0390000000000001
-4.62
-5.675000000000001
-0.5699999999999998
2.065
0.43999999999999995
-5.045
-0.16000000000000014
-4.345
-1.3699999999999999
-4.625
-3.8099999999999996
-6.3
-0.955
-7.298
-2.747
-2.702
-1.91
-1.651
-1.985
-1.7199999999999998
-2.9080000000000004
-1.5947
-2.43
-5.8500000000000005
-3.335
-2.89
-0.67
-3.4399999999999995
-2.7600000000000002
-1.94
-1.275
-2.795
0.44700000000000006
-1.405
-2.17
-1.638
-2.175
-2.49
-2.01
-2.915
-2.5839999999999996
-3.6900000000000004
-3.279
-2.723
-1.5750000000000002
-3.14
-0.5499999999999999
-1.77
-1.01
-0.24
-1.165
